الكتب,الكاتب,سنة النشر,دار النشر,قسم الكتاب,تلخيص الكتاب,عدد الصفحات
فتاة قصاقيص القماش ( م..,طه عبد المنعم,2021,المحروسة للنشر والمعلومات الصحفية والبحوث,روايات,اصدار معرض القاهرة 2021,479
نيبيل 1 _ الغدير الأبي..,ياروسلاف رودِش,2021,د . خالد البلتاجي,كوميكس,"قضى ألويس نيبيل حياته كلها مثل أقربائه في السكة الحديد. يجمع كتيبات مواعيد القطارات، ويشرب البيرة، ويدخن، وأحيانا يرى في الضباب ما لا يراه الآخرون.آخر وظيفة له كانت ناظر محطة في منطقة «الغدير الأبيض». أربكته القطارات التي تمر بالمحطة على مدى قرن من الزمان، وأصابته بغشاوة فكرية.",255
قمر فضة,أحمد شبكة,2021,دون للنشر والتوزيع,ديوان شعرى,اصدار معرض القاهرة 2021,335
حروب - تاريخ الحروب عل..,د. نبيل فاروق,2021,دون للنشر والتوزيع,روايات,فى كتاب حروب الجزء الاول المصنف من الكتابات الحرةلكل إنسانٍ في هذا العالم نقطة ضعف جوهرية مهما بلغَ حجمُ قوَّتِه..وفي هذا الكتاب حروب الجزء الاول– سنتعرف على أساليب الحروب من جيل لآخر ابتداء من الحرب المباشرة بالسلاح مرورًا بحرب العصابات وفرض السطوة ثم حرب المناورات المفاجئة كالاحتلال.. وأخ,240
8 دقائق بعد الغروب,أحمد يوسف شاهين,2021,دون للنشر والتوزيع,روايات,"– ما الذي يحرك مشاعرنا تجاه شخص أو ضد شخص ؟– ما هو السر العجيب الذي يجعلنا نشعر بالألفة في مكان ما، ونشعر بالانتماء لشخص معين؟!– في هذه الرواية المهمة، يخوض البطل رحلة من البحث عن ذاته وسط هذا العالم المذدحم بالصراع والصراخ، شخص يبحث عن نفسه وعن تاريخه وعن ما تبقى من تراث أبيه .. شخص يريد أن يهد",208
صباح استثنائي كل يوم,دينا المهدي,2021,دون للنشر والتوزيع,إدارة أعمال,اصدار معرض القاهرة 2021,119
الأثر المذهل للعادات ا..,مروة هاشم,2021,دون للنشر والتوزيع,إدارة أعمال,اصدار معرض القاهرة 2021,336
فن التركيز والإنجاز,سالي مجدي,2021,دون للنشر والتوزيع,إدارة أعمال,اصدار معرض القاهرة 2021,830
الطريقة الأكثر فاعلية..,راشدة رجب,2021,دون للنشر والتوزيع,إدارة أعمال,اصدار معرض القاهرة 2021,336
الديناصور رسالة حب من..,عمرو حسين,2021,دون للنشر والتوزيع,روايات,إن الذاكرة لا تنسى من أحببناهم بصدق.. الذكريات الجميلة تبقى وإن رحلوا.في شوارع حي المعادي القديمة يحاول ”مُصطفى“ أن يسرد وقائع ما جرى له ولحبيبته القديمة منذ سنوات عديدة.. وخلف شاشة عالم السوشيال ميديا تسعى ”منة“ إلى البحث عن ذاتها وعن أحلامها البسيطة في الحياة.رجلٌ ذو قلب لا يشيخ ولا يفارقه ا,149
من يحمي ظهرك,كيث فيرازي,2021,عصير الكتب للترجمة والنشر والتوزيع,تنمية ذاتية,"""ستجد خلف كل قائد لامع وكل قصة نجاح باهرة؛ دائرةً لا غنى عنها من الأشخاص الجديرين بالثقة، والمستشارين، والمرشدين، والزملاء الداعمين"".""إن كان لدي هذا الكتاب منذ بداية حياتي المهنية؛ كنت سأوفِّر على نفسي 30 سنةً من التجربة والخطأ.إن كنتَ جادًّا بشأن نجاحك؛ أنا أرجِّح بشدة أن تقرأ هذا الكتاب وتبدأ",239
أخبار العالم,بوليت جايلز,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"أنا شخصٌ غيرُ عنيفٍ. أنا أكره البنادق. لكن أعطِني كتابًا عن الغرب المتوحش، وأنا في ‏الجنة. ما هذا الذي يدعوني؟ ربما يكون البلد الجامح، القرارات المؤلمة، اختلاط المجتمعات! ‏المحنة المأساوية للأمريكيين الأصليين الذين كانت أرضهم في البداية هي دائمًا اللحن الحزين ‏الذي يتم تشغيله في الخلفية، ومع ذلك هنا",554
ضي يونس,د. نرمين نحمد الله,2021,دون للنشر والتوزيع,روايات,"لماذا يلجأ المحبون إلى الهروب بعد انتهاء علاقتهم بمن يحبون؟وما هي الطريقة التي ينجو بها كل شخصٍ بعد السقوط في حالة حزنٍ طويلة؟وماذا لو غرق شخصٌ عبقري في رحلةٍ من العزلة؟يونس، عالمٌ عبقري يفكر بطريقةٍ متفردة، بعد خروجه من قصة حبٍ غير مكتملة يعتزل العالم ويتخذ لنفسه مكانًا بعيدًا يحاول فيه الهرو",793
المخ السعيد,دين بيرنيت,2021,عصير الكتب للترجمة والنشر والتوزيع,علوم,"هل تود أن تصبح سعيدًا؟‏""يستطرد عالم الأعصاب ""دين برينت"" خلال هذا الكتاب في شرح خبايا عقولنا من اكتشاف ‏إجابات لبعض الأسئلة الجوهرية فيما يتعلق بالسعادة. ما المعنى الفعلي لكوننا سعداء؟ وما ‏مصادر السعادة؟ وما المغزى من وراءها حقًّا؟ كُف عن البحث عن سر السعادة في ‏الصيحات المختلفة لأساليب الحياة وال",1289
شريف هدهد : البحث عن ع..,يحيى عبد القادر,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"ال فخت سيل رحس لب درجم مالك سوكعم ال رثكا, يك ملعت نا نيعلا ال بلجت كل قحلا مدختسا كلقع امئاد نود يا باسح ناف همادختسا يناجم اذاو هتكرت نود لمع دق هباصا ادصلا تحبصاو ايندلا يف كينيع درجم رحس نوعلم وا مهو ريبك",209
ومحياى 1,وليد فتيحى,2021,عصير الكتب للترجمة والنشر والتوزيع,صحة نفسية,"حصل على درجة البكالوريوس في الهندسة وتحليل النظم بمرتبة الشرف، وكان الأول على دفعة المتخرجين من جامعة جورج واشنطن في الولايات المتحدة الأمريكية عام 1987م.تخرج من كلية طب جامعة جورج واشنطن في الولايات المتحدة الأمريكية، وحصل على درجة الدكتوراه في الطب عام 1991م.تخصص في الأمراض الباطنية في المستشف",511
عبور الفجوة,جيوفري مور,2021,عصير الكتب للترجمة والنشر والتوزيع,إدارة أعمال,"""في ""عبور الفجوة"" يُظهر جيوفري مور أن دورة تبنِّي التقنيات -التي تبدأ بالمبتكرين وتنتقل إلى المتبنين المبكرين ثم الأغلبية المبكرة ثم الأغلبية المتأخرة والمتقاعسين- تتضمن فجوة ضخمة بين المتبنين المبكرين والأغلبية المبكرة. ففيما يتطلع المتبنون المبكرون إلى التضحية للحصول على ميزة السبق، تنتظر الأغلبية",433
داخل الإعصار,جيوفري مور,2021,عصير الكتب للترجمة والنشر والتوزيع,إدارة أعمال,"""في كتاب داخل الإعصار، يواصل جيوفري أ. مور سلسلة أعماله الكلاسيكية التي تسبر أغوار عالم الأسواق فائقة النمو.في هذا الكتاب، يختبر مور تلك الأسواق وتأثيراتها على استراتيجيات الشركات، ويقدم بدوره إرشادات فعالة لاقتناص أكبر حصة سوقية في الأسواق الرئيسية"".",471
غربة المنازل,عزت القمحاوي,2021,المصرية اللبنانية للنشر والتوزيع,روايات,"عطر مريضة شابة يغمر طبيب النساء الأعزب؛ فيقلب حياته رأسًا على عقب. نظرة من امرأة في عربة ترام تصل إلى سر ما عاشته امرأة أخرى في ساعة حب. موسيقار عرف العديد من النساء وانتهى مقيدًا بسطوة امرأة يحاول الإمساك بجملة لحنها الأولى. وباحث يخسر حربًا طويلة الأمد مع الذباب، لكنه يستميت في معركة أخيرة من أجل",137
صاحب السر,عمار علي حسن,2021,المصرية اللبنانية للنشر والتوزيع,روايات,"“كنت أعرف الكثير عن كبرائهم، ويا ويل من يعرف أسرار أناس يظنون أنهم قد دفنوها إلى الأبد. أسرار إن هُتكت سقطت وجوه، وانتهت أكاذيب خادعة، وضاعت الهيبة عمن يشمخون بأنوفهم غطرسة، وتغيرت أحوال كان أصحابها يتوهمون أنها راسية كالجبال. ربما تكون هذه هي التي أتت بي إلى هذا المكان الموحش، لكن كيف أعرف هذا وأنا",352
7 وجوده للجمال فلسفته..,د . أحمد جميل الشرقاوي,2021,المصرية اللبنانية للنشر والتوزيع,روايات,ما الجَمَال؟ أين نراه؟ هل الجَمال خاص بالطبيعة حولنا فقط؟ هل يمكن أن يوصف الجسم البشري بالجَمال؟مَن الذي يسعى للجمال؟ المرأة أم الرجل؟ هل للجَمال معايير؟ ما هو عِلم الجمال؟ وما علاقته بالجمال الإنساني؟إن الشعور بالجمال له أصول بعيدة تعود لتطور الإنسان البيولوجي وتصورنا عن الجمال يتنوع بتأثير,135
سرقات مشروعة,أشرف العشماوي,2021,المصرية اللبنانية للنشر والتوزيع,روايات,سرقات مشروعة كتاب مذهل يرصد ظاهرة تهريب الآثار المصرية ووسائل استردادها ويحكي بالوثائق لأول مرة كيفية خروج قطع أثرية نادرة مثل رأس نفرتيتي وحجر رشيد وجداريات متحف اللوفر بباريس ومقبرة فرعونية بتورينو .وكالة رويترز,272
البشر والسحالي,حسن عبد الموجود,2021,المصرية اللبنانية للنشر والتوزيع,روايات,"في قرية سبقها الزمن، أو دهسها، نسيته أو نسيها، تدور حرب طاحنة، لا أمل في إنهائها، إذ إن طرفيها الإنسان والحيوان، لا يتحدثان نفس اللغة، فلا مجال لتفاوض بينهما على هدنة. هنا. في عالم كتاب «البشر والسحالي» لا خطوة يخطوها كائن إلا على جثة آخر، ولا شبع لبطن إلا وثمنه جوع يمزق بطنًا آخر، الفلاح، والخنزير،",278
أبرا كادبرا,دينا بدر,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,406
ديهوم 2,أميرة البطل,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,263
جمهورية قلبي,شادي أحمد,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,136
بيسان ما بين الحب والح..,تسنيم التلاوي,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,163
عراف القرية,محمد سيد,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,120
7 مراحل لتصبح قاتلا,محمد حياة,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,26
أقدار سفلية,محمد حمد كمال,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,332
مفتاح سليمان,أحمد بدران,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,217
البذرة الخبيثة,محمد أحمد حسين,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,61
أدب رعب ما وراء الطبيع..,اسلام عماد,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,10
قضية ضد الشيطان,شيرين هنائي,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,64
الوجوه البيضاء,د . أحمد تركي,2021,دارك للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,163
تمائم الحياة,لمى محمد,2021,تشكيل للنشر والتوزيع,روايات,"تتحكم في حياتك.. لكنها تعطيك حريّة الإختيار!أختر من يريدك في حياته لأنه يحب سلبياتك وإيجابياتك.. ليس من يريدك لتملأ فَرَاغ تعليق أو خُرْمَ حياة...أختر من إن غبت عنه يخاف عليك.. وهو على يقين من كونك مشغول في إزاحة همك من طريقه.أختر من يستحضر عطرك في غيبتك، لا من يضخّم هفواتك...أقترب ممن يغن",194
دوبيو,آية محمود يحيى,2021,تشكيل للنشر والتوزيع,روايات,"هل سبق وشعرت أن نَفَسك يضيق لدرجةٍ تجعلك تظن أنك ستتقيّأ حزنًا؟!أظنني بائسة لتلك الدرجة، لدرجةٍ تجعلني ساحرة شريرة ترى أسوأ ما في الأشياء، فمثلًا أرى في مياه النيل هذه دموعًا لم يتسع لها كف أحدهم، ففاضت هكذا، وهذه الشجرة الوحيدة ربما صمدت إلى الآن لأنها أعتادت على ألا يرغب أحد بها، فلم تتأثر",324
كوكوريا,محمد رأفت,2021,تشكيل للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,448
رحلة وعي,د . حسن المزين,2021,تشكيل للنشر والتوزيع,روايات,"ليست إلا بضع تجارب في هذه الحياة حتى تكتشف أنها رحلة قصيرة، وليست إلا لحظة صدقٍ مع النفس لتكتشف أنك لن تستمتع بهذه الرحلة دون أن تعي مسارها، وجمال محطاتها، وروعة خالقها ومصورها.هذا الكتاب ليس إلا دعوة لمشاركتنا في رحلةٍ نحاول من خلالها الغوص في أعماق الحياة ومواقفها وشخوصها، لنصل إلى فهمٍ أعمق ل",244
الإرث الملعون,محمد خالد رزق,2021,تشكيل للنشر والتوزيع,روايات,"صرخ فيهم صرخة مدوية كادت أن توقظ باقي الأموات، ما إن سمعوها حتى خروا على أرجلهم وأيديهم فوق رؤوسهم التي لامست التراب من شدة الرهبة..صرخ ثلاث صرخات ثم تحدث بصوت غليظ مفزع وقال:""أنا ناصور بن إبليس، من الآن أنتم تابعون لي، وبنو جنسي وعشيرتي تابعون لكم، فإذا اشتد عليكم أمر استدعوني واذكروا علو شأن",225
موجز تاريخ الفوضي,أحمد يسري,2021,تشكيل للنشر والتوزيع,روايات,"ماذا كان قبل؟ وماذا تتوقع أن يحدث بعد؟كل ما عليك الآن هو أن تنظر إلى الأعلى، وتواصل التمعن.ماذا ترى؟أعرف أنك لن ترى سوى سماء يُنيرها قمر، وعدد لا متناهي من النجوم،لكن دائمًا المظاهر خادعة، والموضوع أعمق بكثير مما يبدو عليه.ملايين البشر عاشت ورحلت، وأصوات نادت أن الكون كله خُلق من أجل الإنسان",315
آربوس,عبد الفتاح عبد العزيز,2021,تشكيل للنشر والتوزيع,روايات,"أهلًا بكم وافدين لأرض آربوس، فاقدين لذاكرة الهوية، ومؤجلًا حتفكم لسنوات سبع…لن يلوح في الأفق مفرٌّ، ولن تأملوا في امتداد، إلا عبر سبيل واحد، لمن استطاع بلوغه..",243
ديفالو 2,محمد طارق,2021,تشكيل للنشر والتوزيع,روايات,"المراوغة، أنت دائمًا في مواجهةٍ مع المتقامرين، النصابين والاحتياليين. إن لم تكن على درجةٍ قريبة من ذكائهم فحتمًا سيتم التضحية بك، لا بُدّ أن تكون واحدًا منهم، الفرق الوحيد بينك وبينهم أنك تملك زمام اللعبة، طرف محايد، تتجنب مخاطرهم، وتتركهم لصداماتهم مع بعضهم البعض.البقاء حيًّا وسط الوحوش هو ان",293
فيروز,هبة الطماوى,2021,تشكيل للنشر والتوزيع,علاقات اجتماعية,"طرق جديده لفهم عمق مشاعر وسلوك المرأة وقتَ الغضب والانفعال، بل ووقت الصمت..ترجمة لما بين السطور لتقريب وجهات النظر؛ لسهولة التعامل بصورة أكثر راحة وفعاليَّة، ولتفعيل طاقة الحب والاحتواء...ليس من الضروري في كل خلاف بين الزوجين أن يكون هناك طرف ظالم وطرف محقٌّ، فكلنا لنا دوافع وحجج ومبررات، ونوايا",359
قلوبنا معهم,فاطمة الشيشيني,2021,تشكيل للنشر والتوزيع,روايات,"صديقى أنا أعرف جيداً أنك تعيش أكثر فترة فى حياتك قسوة ، تعشمت فتأذيت ، صدقت فكُذب عليك ، عيناك متورمتين من شدة البكاء إثر الخذلان الذى تعرضت له ورغم كل ذلك لا يشعر أحد بك ويصدقون قولك حينما يسألونك ""ماذا بك ""،أنك مُصاب بالبرد والتهابات الأعين ، أنت تكذب عليهم لكُرهك لنظرات الشفقة منهم أو",221
كحب عابر,ياسمين فريد,2021,تشكيل للنشر والتوزيع,روايات,لم أفهم كيف لشيءٍ في حجمِ الكفِّ أن يكتبَ القصص! كيف يرسم الطرقَ ويقرِّبُ خرائط المشتاقين وكيف يبعدُ سِكَكَ الزاهدين! كيف يؤمنُ الإيمانَ كلَّه ثم يكفرُ الكفرَ كلَّه!كيفَ يحاربُ كأنه -على صغره- عدة وعتاد ثم يفرُّ كأنه لمَ يعرف الشجاعةَ يومًا.قلبي! كيف رميتني ورميتهم في كلِّ ذلك؟وأيُّ شيطان تلبّ,307
اكتفيت لا مزيد من الوج..,على موسي,2021,تشكيل للنشر والتوزيع,طب نفسى,"فيه ناس كتير الأزمات ومواقف حياتهم الصعبة بتكسرهم، وبتحول حياتهم لسلسلة أيام شبه بعضها، حياة بلا روح، بلا أمل.. حياة ناقصها حياة وناس تانية المحن والأزمات بتقويهم، وعلى قد ما بتعلم فيهم بتعلمهم، وبتزرع جواهم الصمود والمعافرة والإصرار على العبور لبر الأمل.صدقني .. لو اللي فات كان كله إجبار .. الل",236
مدرسة الكاريزما,مايكل راشد,2021,تشكيل للنشر والتوزيع,تنمية ذاتية,"هل تتساءل : لماذا يحصل البعض على كل ما يريدون بكل بساطة، في حين يعاني معظم الناس فقط من أجل إثبات وجهة نظرهم؟!لقد تساءلت كثيرًا عن هذا السر الذي يجعل قلة من البشر على هذا الكوكب يتمتعون بهذه الكاريزما التي تجعل بعضًا منا ظاهرين ومؤثرين، وتفتح لهم العديد من الأبواب المغلقة في العمل والعلاقات وكل نو",20
ورد من دم عربى,عبد الرحيم وهابي,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة 2021,15
السمرة الأخيرة,نشأت بدوي,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة 2021,249
أسد القفقاس,منير عتيبة,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة 2021,83
سينماتوجراف,عمرو كامل عمر,2021,كتوبيا للنشر والتوزيع,أدب,اصدار معرض القاهرة 2021,143
سحر الإسكندرية,حسين عبد البصير,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,387
بطعم البيوت,رانيا الطنوبي,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,154
لاشين,شيرين هنائي,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,130
قصص الأطفال الشرقية,زهرة سامي,2021,كتوبيا للنشر والتوزيع,قصص الأطفال,اصدار معرض القاهرة 2021,124
القبر العمودي,حميد رضا شاه,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,226
سخط,رولا عادل,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,147
ما لم يروه الوطن,عائشة عادل,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,496
المغولي الأخير,محمد عبد العزيز,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة 2021,128
يوميات فضائي,كاندي سمرز,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,131
ساتر البلور,أنس سعيد,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,252
لازورد,عماد منذر,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,405
إرث العوام في الأندلس,محمود أحمد هدية,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة 2021,27
الثورة الفلسطينية الكب..,ميادة سعيد,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة 2021,49
علي ضفاف نهر التسعين,محمد الشافعي,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,162
ريانة بيتوس,صفاء الجابري,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,121
ابن عمر,محمد عادل حمودة,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,16
جلسات نفسية,د. محمد إبراهيم,2021,عصير الكتب للترجمة والنشر والتوزيع,صحة نفسية,"نتعلم في حياتنا كيفية التعامل مع كل شيء، مِن الدراسة للعمل والعلاقات ولكن لا نُحسن ‏التعامل مع أنفسنا. تتراكم مشكلات النفس دون أن نشعر ما المشكلة، وما الذي يؤلمنا، نُصدِر ‏أحكامًا قاسية على هذه النفس دون محاكمة عادلة، تتأثر كل جوانب حياتنا ولا ندري أن ‏المشكلة الحقيقية هي مشكلتنا في التعامل الخاطئ م",528
لهذا نحب,تامر عبده أمين,2021,عصير الكتب للترجمة والنشر والتوزيع,نصوص,"من خلال مكالمة فيديو وعلى مدار أكتر من 5 ساعات متواصلة، وبعد ما راجعت معاه محتوى الكتاب كله، والآراء العلمية اللي جت فيه؛ وعدت صديقي د. ""أحمد كمال"" الطبيب النفسي إن السؤال الجاي هيكون آخر سؤال:-	إحنا بنحب ليه؟استقبل سؤالي بضحكته المعهودة ورد:-	ده سؤال المليون دولار زي ما بيقولوا هنا في أمري",200
قبل الفراق بخطوة,أحمد مدحت,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"لم أصدّر رواية من قبل، لكن هذه الرواية كان لا بد لها من كلمة، بل شهادة.هذه الرواية وصلت إلينا في مسودتها الأولى تحت عنوان ""الآن أتعافى"". لكن المؤلف قرر لسبب يعلمه الله أن يغير عنوان الرواية في نسخة العمل النهائية، ليصبح ""قبل الفراق بخطوة"".كان هذا قبل وفاتهِ ببضعة أيام، وكُنّا نميلُ كإدراة إلى ا",216
هامش الساقا,إيهاب شتا,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,128
شروق معتم,إنجي مطاوع,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,224
الصيف وفصول أخرى,دنيا الطيب,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,192
دروب ومسالك,رانيا عدلى نورالدين,2021,كتوبيا للنشر والتوزيع,روايات,اصدار معرض القاهرة 2021,256
الخاضعة,توني ماغواير,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"في عمر الثماني سنواتٍ، كانت ماريان تعاني ويلات الإهمال من أمها وأبيها، الذي كان عنيفًا ومُدمنًا على الكحول. وبسبب حالتها البائسة ومظهرها الرّث، نبذها بقيّة الأطفال الآخرين. لم يكُن هناك سوى شخصٍ واحد فقط يمنحها الحنان الذي كانت تتوق إليه. لقد كان جارها الذي قرأ عليها ملامح الإهمال والضعف، فناداها بس",120
مذكرات هيرمان بلاك,محمد عبد العزيز,2021,كتوبيا للنشر والتوزيع,سياسة,اصدار معرض القاهرة 2021,250
مذكرات شيرلوك هولمز,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، لديه في التخفّي براعةٌ، ‏وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ ‏الطرازِ، لمَّاحٌ وذكيٌّ، يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ مذكرات سرية، كُتِب فيه",338
قضايا شيرلوك هولمز,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، لديه في التخفّي براعةٌ، ‏وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ ‏الطرازِ، لمَّاحٌ وذكيٌّ، يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ يخوضان غمار قضايا غامض",130
وادي الذعر,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، ‏لديه في التخفّي براعةٌ، وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ ‏وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ الطرازِ، لمَّاحٌ وذكيٌّ، ‏يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ هنا والآن مع الشرِّ ي",617
مغامرات شيرلوك هولمز,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، ‏لديه في التخفّي براعةٌ، وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ ‏وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ الطرازِ، لمّاحٌ وذكيٌّ، ‏يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ يذهبان في مغامرة جديدة",232
كلب آل باسكرفيل,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، لديه في التخفّي براعةٌ، ‏وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ ‏الطرازِ، لمَّاحٌ وذكيٌّ، يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ حكاية عادت من الماضي ع",227
تراجم الجنود الألمان ف..,محمد العوض,2021,كتوبيا للنشر والتوزيع,تاريخ,اصدار معرض القاهرة,174
قضيته الأخيرة,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلك عقلًا ألمعِيًّا، وحسًّا بالجريمة عبقريًّا، لديه في التخفي براعةٌ، وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ الطراز، لمّاحٌ وذكيٌّ، يخوضان مغامرات تحبس الأنفاس، يحلّان أصعب القضايا وأعقد الألغاز. قضيتنا الأخيرة قضية مُعقدة، تحتمل",13
عودة شيرلوك هولمز,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، ‏لديه في التخفّي براعةٌ، وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ ‏وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ الطرازِ، لمّاحٌ وذكيٌّ، ‏يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ يعودان من جديد للركض خ",396
علامة الأربعة,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، لديه في التخفّي براعةٌ، ‏وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ ‏الطرازِ، لمَّاحٌ وذكيٌّ، يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ كنز مسروق، واتفاق سريّ",336
دراسة فى اللون القرمزى,آرثر كونان دويل,2021,عصير الكتب للترجمة والنشر والتوزيع,روايات,"شيرلوك مُحقق أسطوريّ، يمتلكُ عقلًا ألمعِيًّا، وحسًّا بالجريمةِ عبقريًّا، لديه في التخفّي براعةٌ، ‏وفي كشفِ الخبايا مهارةٌ، وفي الحديثِ لباقةٌ وظرافةٌ، وصديقه واتسون الشجاع طبيبٌ فريدُ ‏الطرازِ، لمَّاحٌ وذكيٌّ، يخوضان مغامرات تحبسُ الأنفاس، يحلَّان أصعب القضايا وأعقد ‏الألغاز.‏ جريمتُنا دُبرت بدهاءٍ،",315
